"Date of Download: 2023-06-08_18:44:58"
"Search Parameters: Data Level:all  Trait List:  Trial List:11382,11426,11456,11457,10546,10547  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","branching level counting|CO_334:0000079","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh shoot weight measurement in kg per plot|CO_334:0000016","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","non marketable root number counting|CO_334:0000168","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","2486737","P13","","plot","4826942","202071CQPEA_cpal_rep2_P13_12","2","2","12","2","3","check","","2","36.7251851851852","102.4","54.48","18.67","27.24","","4","1","19","11.86","","6","20","4","280.8","32.4","5","3","1","2","3","80","3050","350","0","17","1","4","2","1"," (Operator: lizbethpino, Time: ), Raíces gruesas y largas. (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","54056","PER183","","plot","4826945","202071CQPEA_cpal_rep2_PER183_15","2","2","15","5","3","test","","3","32.9257069846678","68.2","47.84","26.16","23.92","","5","1","27","21.98","","15","20","3","401","32.8","5","3","1","1","2","34","3245","310","0","19","2","2","2","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","140368","SM1127-8","","plot","4826926","202071CQPEA_cpal_rep2_SM1127-8_14","2","2","14","4","3","test","","2","40.8025045703839","211.8","50.6","22.66","25.3","","5","2","26","18.78","","23","20","1","390","51.8","5","2","1","1","2","61","3160","425","0","19","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","211877","SM3106-14","","plot","4826920","202071CQPEA_cpal_rep2_SM3106-14_11","2","2","11","1","3","test","","1","42.3305825242718","134.6","56.88","20.41","28.44","","3","1","43","22.48","","21","20","2","313.8","45.8","5","3","1","1","2","79","3000","425","0","17","2","2","2","1"," (Operator: lizbethpino, Time: ), Raíces gruesas, largas y cilíndricas (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","310088","SM3553-27","","plot","4826939","202071CQPEA_cpal_rep2_SM3553-27_16","2","2","16","5","4","test","","1","40.6890647482014","274","55.32","31.26","27.66","","4","3","31","20.58","","30","20","2","522","82.8","5","3","2","2","2","62","3210","430","0","20","3","2","1","1"," (Operator: lizbethpino, Time: ), Plantas muy volcadas, altas y de tallo grueso (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","323155","SM3677-74","","plot","4826944","202071CQPEA_cpal_rep2_SM3677-74_17","2","2","17","4","4","test","","3","37.8573937153419","152.2","56.36","15.7","28.18","","5","2","28","18.06","","30","20","1","435.4","38.6","5","3","1","2","3","81","3075","370","0","20","3","4","1","6"," (Operator: lizbethpino, Time: ), Raíces alargadas, algunas gruesas (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","166651","GM214-62","","plot","4826927","202071CQPEA_cpal_rep3_GM214-62_21","3","3","21","1","5","test","","1","40.5576923076923","115.6","46.32","26.38","23.16","","4","1","21","12.18","","17","20","1","321","33","5","2","1","2","2","77","3075","410","0","18","2","2","1","1","De 2 a 4 tallos por planta (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","323528","GM3594-70","","plot","4826943","202071CQPEA_cpal_rep3_GM3594-70_30","3","3","30","1","6","test","","4","36.9797966728281","88.2","31.4","16.16","15.7","","4","1","23","12.82","","11","20","2","272","72.8","5","3","1","2","2","25","3060","355","0","6","2","2","1","5"," (Operator: lizbethpino, Time: ), Únicamente 6 plantas corresponden al genotipo (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","322010","GM3650-51","","plot","4826931","202071CQPEA_cpal_rep3_GM3650-51_27","3","3","27","4","6","test","","4","31.5546007604563","138.4","29.28","24.36","14.64","","3","3","27","10.74","","28","20","2","320.8","56.6","5","2","1","3","3","44","2885","255","0","18","3","4","1","5"," (Operator: lizbethpino, Time: ), Raíces largas y delgadas (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","309095","GM3790-2","","plot","4826925","202071CQPEA_cpal_rep3_GM3790-2_28","3","3","28","3","6","test","","2","37.3301067615658","219.8","37.72","11","18.86","","3","1","26","17.46","","19","20","1","316.6","55.6","5","2","1","2","2","29","3185","375","0","19","2","2","1","2"," (Operator: lizbethpino, Time: ), Raíces largas y de buen grosor. (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","2486737","P13","","plot","4826919","202071CQPEA_cpal_rep3_P13_23","3","3","23","3","5","check","","4","35.5031802120141","69","45.36","14.09","22.68","","4","1","12","6.94","","12","20","3","250.8","24.4","5","3","1","2","3","72","3175","345","0","19","2","4","2","1"," (Operator: lizbethpino, Time: ), Raíces delgadas y gruesas (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","54056","PER183","","plot","4826937","202071CQPEA_cpal_rep3_PER183_22","3","3","22","2","5","test","","4","31.6856088560885","64.4","52.8","19.76","26.4","","4","1","25","22.24","","12","20","1","296","57","5","3","1","1","2","45","2975","265","0","20","2","2","2","1","Algunas raíces mayor a 30 cm (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","140368","SM1127-8","","plot","4826940","202071CQPEA_cpal_rep3_SM1127-8_29","3","3","29","2","6","test","","3","39.0730769230769","164.8","59.12","22.3","29.56","","3","1","44","25.56","","32","20","2","332.8","56.2","5","2","1","2","3","64","3050","385","0","20","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","211877","SM3106-14","","plot","4826932","202071CQPEA_cpal_rep3_SM3106-14_25","3","3","25","5","5","test","","1","38.3903787878788","151.8","38.28","13.76","19.14","","4","2","27","9.5","","22","20","1","333","41.6","5","2","1","3","1","73","3010","370","0","20","2","2","1","1"," (Operator: lizbethpino, Time: ), Raíces pequeñas, cortas y de buen grososr (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","310088","SM3553-27","","plot","4826933","202071CQPEA_cpal_rep3_SM3553-27_26","3","3","26","5","6","test","","3","41.2139033457249","235.6","54.64","26.72","27.32","","4","2","43","26.22","","17","20","2","422.4","76.6","5","2","1","1","2","43","3115","425","0","20","2","2","1","1"," (Operator: lizbethpino, Time: ), Parcela muy volcada, tallos largos y gruesos tipo ""s"" (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","10547","202071CQPEA_cpal","202071CQPEA_cpal","RCBD","4","5","","no","no","2020-October-08","2021-October-25","426","Corpoica Palmira","323155","SM3677-74","","plot","4826917","202071CQPEA_cpal_rep3_SM3677-74_24","3","3","24","4","5","test","","4","39.6973498233215","204.8","53.72","24.72","26.86","","5","1","26","16.04","","27","20","4","401","37","5","3","1","2","","70","3250","420","0","18","","4","1","6","Buen desarrollo de raíces. Raíces alargadas (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","139257","CG1141-1","","plot","6380873","201783CQPRC_cpal_rep1_CG1141-1_14","1","1","14","1","14","check","","","39.9295577395577","60","64.88","","32.44","","","1","46","29.28","","7","20","2","200","","5","3","","","","63","4.68","0.61","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","152748","CM9456-12","","plot","6380846","201783CQPRC_cpal_rep1_CM9456-12_7","1","1","7","1","7","test","","","39.2895833333333","70","54.92","","27.46","","","1","45","25.14","","19","20","4","200","","5","3","","","","58","4.4","0.56","","18","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2257835","CMB8527","","plot","6380856","201783CQPRC_cpal_rep1_CMB8527_5","1","1","5","1","5","test","","","41.284961038961","70","34.8","","17.4","","","1","25","13.88","","12","20","2","250","","5","3","","","","39","4.46","0.61","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","139299","COL2215","","plot","6380883","201783CQPRC_cpal_rep1_COL2215_12","1","1","12","1","12","check","","","41.0183243243243","150","33.44","","16.72","","","1","22","15.52","","16","20","2","220","","5","3","","","","29","4.28","0.58","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","283566","GM1692-56","","plot","6380851","201783CQPRC_cpal_rep1_GM1692-56_6","1","1","6","1","6","test","","","42.1542622950819","180","49.28","","24.64","","","1","45","20.26","","22","20","1","290","","5","3","","","","71","4.26","0.6","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","166651","GM214-62","","plot","6380862","201783CQPRC_cpal_rep1_GM214-62_8","1","1","8","1","8","test","","","39.6881318681318","90","59.12","","29.56","","","1","46","28.2","","16","20","2","300","","5","3","","","","57","4.18","0.54","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","309095","GM3790-2","","plot","6380864","201783CQPRC_cpal_rep1_GM3790-2_4","1","1","4","1","4","test","","","41.4272527472527","190","45.56","","22.78","","","1","27","20.22","","19","20","1","280","","5","3","","","","42","4.22","0.58","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2486737","P13","","plot","6380854","201783CQPRC_cpal_rep1_P13_11","1","1","11","1","11","check","","","34.7297872340425","50","28.8","","14.4","","","2","23","12.32","","9","20","5","240","","5","3","","","","35","4.2","0.44","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","54056","PER183","","plot","6380869","201783CQPRC_cpal_rep1_PER183_10","1","1","10","1","10","check","","","33.2533846153846","70","70.76","","35.38","","","1","32","35.38","","31","20","2","310","","5","3","","","","32","4.32","0.42","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","140368","SM1127-8","","plot","6380859","201783CQPRC_cpal_rep1_SM1127-8_9","1","1","9","1","9","test","","","39.3074054054054","190","42.44","","21.22","","","1","35","18.24","","24","20","1","300","","5","2","","","","48","4.24","0.54","","18","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","211877","SM3106-14","","plot","6380875","201783CQPRC_cpal_rep1_SM3106-14_3","1","1","3","1","3","test","","","39.2651604938272","86","53.36","","26.68","","","1","40","21.36","","30","20","2","276","","5","1","","","","69","4.64","0.59","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","310088","SM3553-27","","plot","6380872","201783CQPRC_cpal_rep1_SM3553-27_1","1","1","1","1","1","test","","","42.3060638297872","150","72.68","","36.34","","","1","54","34.24","","23","20","1","306","","5","3","","","","68","4.38","0.62","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","310664","SM3562-32","","plot","6380870","201783CQPRC_cpal_rep1_SM3562-32_2","1","1","2","1","2","test","","","38.9304950495049","110","58.8","","29.4","","","1","43","25.2","","19","20","3","256","","5","3","","","","63","4.62","0.58","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6380882","201783CQPRC_cpal_rep1_SMB2446-2_13","1","1","13","1","13","check","","","40.3513559322034","180","49.56","","24.78","","","1","28","19.78","","16","20","1","270","","5","3","","","","48","4.08","0.54","","19","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","139257","CG1141-1","","plot","6380871","201783CQPRC_cpal_rep2_CG1141-1_24","2","2","24","2","5","check","","","41.2409183673469","80","39.36","","19.68","","","1","30","17.48","","18","20","2","260","","5","3","","","","45","4.54","0.62","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","152748","CM9456-12","","plot","6380861","201783CQPRC_cpal_rep2_CM9456-12_19","2","2","19","2","10","test","","","39.6407012987013","140","55.94","","27.97","","","1","42","25.13","","8","20","4","210","","5","3","","","","53","4.42","0.57","","19","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2257835","CMB8527","","plot","6380850","201783CQPRC_cpal_rep2_CMB8527_25","2","2","25","2","4","test","","","42.1318965517241","130","36","","18","","","1","34","15.34","","16","20","2","270","","5","3","","","","46","4.05","0.57","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","139299","COL2215","","plot","6380852","201783CQPRC_cpal_rep2_COL2215_21","2","2","21","2","8","check","","","40.2277777777778","80","34.8","","17.4","","","1","26","13.96","","12","20","3","260","","5","3","","","","42","4.25","0.56","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","283566","GM1692-56","","plot","6380855","201783CQPRC_cpal_rep2_GM1692-56_27","2","2","27","2","2","test","","","43.5418105849582","180","34.6","","17.3","","","1","34","15","","30","20","1","340","","5","3","","","","55","4.21","0.62","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","166651","GM214-62","","plot","6380880","201783CQPRC_cpal_rep2_GM214-62_18","2","2","18","2","11","test","","","34.6480582524272","150","57.84","","28.92","","","1","43","27.28","","16","20","2","310","","5","3","","","","54","4.6","0.48","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","309095","GM3790-2","","plot","6380853","201783CQPRC_cpal_rep2_GM3790-2_15","2","2","15","2","14","test","","","39.6559259259259","200","62.68","","31.34","","","1","35","29.05","","18","20","1","260","","5","3","","","","47","4.65","0.6","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2486737","P13","","plot","6380845","201783CQPRC_cpal_rep2_P13_26","2","2","26","2","3","check","","","37.0560752688172","80","32.88","","16.44","","","2","30","14.59","","12","20","5","260","","5","3","","","","45","4.21","0.49","","18","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","54056","PER183","","plot","6380885","201783CQPRC_cpal_rep2_PER183_23","2","2","23","2","6","check","","","33.3073407202216","80","74.72","","37.36","","","1","35","37.36","","33","20","2","310","","5","3","","","","35","4","0.39","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","140368","SM1127-8","","plot","6380868","201783CQPRC_cpal_rep2_SM1127-8_20","2","2","20","2","9","test","","","39.3403076923076","140","45.46","","22.73","","","1","33","18.43","","37","20","1","320","","5","2","","","","55","4.47","0.57","","19","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","211877","SM3106-14","","plot","6380847","201783CQPRC_cpal_rep2_SM3106-14_16","2","2","16","2","13","test","","","39.4572316384181","70","51.58","","25.79","","","1","33","24.18","","20","20","2","310","","5","1","","","","43","4.06","0.52","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","310088","SM3553-27","","plot","6380881","201783CQPRC_cpal_rep2_SM3553-27_22","2","2","22","2","7","test","","","40.4051378446115","380","61.72","","30.86","","","1","43","27.9","","37","20","1","400","","5","3","","","","59","4.6","0.61","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","310664","SM3562-32","","plot","6380878","201783CQPRC_cpal_rep2_SM3562-32_28","2","2","28","2","1","test","","","44.5815406162465","90","41.12","","20.56","","","1","31","18.97","","17","20","3","240","","5","3","","","","39","4.21","0.64","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6380858","201783CQPRC_cpal_rep2_SMB2446-2_17","2","2","17","2","12","check","","","40.8187935656836","190","39.98","","19.99","","","1","28","16.46","","34","20","1","260","","5","3","","","","48","4.31","0.58","","19","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","139257","CG1141-1","","plot","6380844","201783CQPRC_cpal_rep3_CG1141-1_37","3","3","37","3","9","check","","","41.5993048128342","130","60.54","","30.27","","","1","42","26.15","","21","20","2","210","","5","3","","","","59","4.34","0.6","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","152748","CM9456-12","","plot","6380867","201783CQPRC_cpal_rep3_CM9456-12_38","3","3","38","3","10","test","","","39.7461025641025","100","58.3","","29.15","","","1","42","26.9","","11","20","4","240","","5","3","","","","57","4.48","0.58","","19","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2257835","CMB8527","","plot","6380877","201783CQPRC_cpal_rep3_CMB8527_42","3","3","42","3","14","test","","","39.58","160","43.08","","21.54","","","1","32","16.06","","17","20","2","280","","5","3","","","","61","4.43","0.57","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","139299","COL2215","","plot","6380860","201783CQPRC_cpal_rep3_COL2215_41","3","3","41","3","13","check","","","39.3168319559229","170","41.02","","20.51","","","1","23","16.14","","18","20","2","280","","5","3","","","","44","4.16","0.53","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","283566","GM1692-56","","plot","6380863","201783CQPRC_cpal_rep3_GM1692-56_32","3","3","32","3","4","test","","","39.7711797752809","130","49.86","","24.93","","","1","35","22.05","","22","20","1","320","","5","3","","","","58","4.09","0.53","","19","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","166651","GM214-62","","plot","6380874","201783CQPRC_cpal_rep3_GM214-62_40","3","3","40","3","12","test","","","40.8570491803278","160","44.58","","22.29","","","1","29","16.41","","11","20","2","290","","5","3","","","","46","4.23","0.57","","20","","","","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","309095","GM3790-2","","plot","6380848","201783CQPRC_cpal_rep3_GM3790-2_35","3","3","35","3","7","test","","","40.7174540682414","260","57.78","","28.89","","","1","27","21.88","","14","20","1","300","","5","3","","","","49","4.4","0.59","","20","","","","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11382","201783CQPRC_cpal","201783CQPRC_cpal","RCBD","4","5","","no","no","2017-June-23","2018-April-23","426","Corpoica Palmira","2486737","P13","","plot","6380876","201783CQPRC_cpal_rep3_P13_34","3","3","34","3","6","check","","","36.7251851851852","100","36.8","","18.4","","","2","21","15.39","","14","20","5","230","","5","3","","","","36","4.27","0.49","","20","","","","1"," (Operator: lizbethpino, Time: )"
